CLIENTE,CREDITO,PRODUCTO,MONTO,SUCURSAL,EJECUTIVO,TIPO,FECHA_FORMALIZACION,SUCURSAL_2,TERRITORIO,ZONA,Cliente_sibamex,TIPO_2,FileName,FileDate,ID,Week,Year,Oficina_meta,META_NUEVOS_CASOS,META_NUEVOS_MONTO,META_RECOMPRA_CASOS,META_RECOMPRA_MONTO,n_registros,MetaMonto_por_registro,MetaCasos_por_registro
87654,3168818,15105,124350.0,48,XWB,RECOMPRA,2026-03-02,48,ARCO NORTE,Zona 29,4898430,NUEVO,02-03-2026_12.xls,2026-03-02,12,10,2026,48.0,0.0,60000.0,0.0,1200000.0,1,60000.0,0.0
47547,3168890,15105,65744.0,981,RJL,RECOMPRA,2026-03-02,24,ARCO NORTE,Zona 37,9396695,RECOMPRA,02-03-2026_12.xls,2026-03-02,12,10,2026,981.0,0.0,60000.0,0.0,590000.0,1,590000.0,0.0
131800,3169048,15105,8350.0,1,TQG,NUEVO,2026-03-02,341,SUR PONIENTE,Zona 10,131800,NUEVO,02-03-2026_12.xls,2026-03-02,12,10,2026,,,,,,1,,
86178,3169064,15105,7350.0,42,ZEI,RECOMPRA,2026-03-02,42,ARCO NORTE,Zona 25,4289928,RECOMPRA,02-03-2026_12.xls,2026-03-02,12,10,2026,42.0,0.0,15000.0,0.0,470000.0,1,470000.0,0.0
131802,3169092,15105,5350.0,352,XVL,NUEVO,2026-03-02,352,SUR PONIENTE,Zona 07,131802,NUEVO,02-03-2026_12.xls,2026-03-02,12,10,2026,352.0,0.0,44000.0,0.0,395000.0,1,44000.0,0.0
87654,3168818,15105,124350.0,48,XWB,RECOMPRA,2026-03-02,48,ARCO NORTE,Zona 29,4898430,NUEVO,02-03-2026_15.xls,2026-03-02,15,10,2026,48.0,0.0,60000.0,0.0,1200000.0,1,60000.0,0.0
47547,3168890,15105,65744.0,981,RJL,RECOMPRA,2026-03-02,24,ARCO NORTE,Zona 37,9396695,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,981.0,0.0,60000.0,0.0,590000.0,4,147500.0,0.0
131800,3169048,15105,8350.0,1,TQG,NUEVO,2026-03-02,341,SUR PONIENTE,Zona 10,131800,NUEVO,02-03-2026_15.xls,2026-03-02,15,10,2026,,,,,,1,,
86178,3169064,15105,7350.0,42,ZEI,RECOMPRA,2026-03-02,42,ARCO NORTE,Zona 25,4289928,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,42.0,0.0,15000.0,0.0,470000.0,6,78333.33333333333,0.0
131802,3169092,15105,5350.0,352,XVL,NUEVO,2026-03-02,352,SUR PONIENTE,Zona 07,131802,NUEVO,02-03-2026_15.xls,2026-03-02,15,10,2026,352.0,0.0,44000.0,0.0,395000.0,1,44000.0,0.0
128870,3169100,15105,14050.0,49,QVR,RECOMPRA,2026-03-02,49,ARCO NORTE,Zona 27,4995286,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,49.0,0.0,30000.0,0.0,960000.0,4,240000.0,0.0
62967,3169128,15105,70580.0,343,TUL,RECOMPRA,2026-03-02,343,SUR PONIENTE,Zona 03,34598758,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,343.0,0.0,44000.0,0.0,769000.0,12,64083.333333333336,0.0
105167,3169146,15105,12350.0,343,FLO,RECOMPRA,2026-03-02,343,SUR PONIENTE,Zona 03,34395957,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,343.0,0.0,44000.0,0.0,769000.0,12,64083.333333333336,0.0
131804,3169160,15105,50000.0,344,WDQ,NUEVO,2026-03-02,344,SUR PONIENTE,Zona 07,131804,NUEVO,02-03-2026_15.xls,2026-03-02,15,10,2026,344.0,0.0,44000.0,0.0,712000.0,1,44000.0,0.0
55120,3169182,15105,15350.0,347,MEV,RECOMPRA,2026-03-02,347,ARCO NORTE,Zona 36,11197842,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,347.0,0.0,45000.0,0.0,550000.0,1,550000.0,0.0
68229,3169197,15105,98580.0,345,UIQ,RECOMPRA,2026-03-02,345,SUR PONIENTE,Zona 03,34594815,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,345.0,0.0,44000.0,0.0,1155000.0,7,165000.0,0.0
129073,3169255,15105,10600.0,345,VBX,RECOMPRA,2026-03-02,344,SUR PONIENTE,Zona 07,34593779,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,345.0,0.0,44000.0,0.0,1155000.0,7,165000.0,0.0
75312,3169273,15105,11350.0,566,LWK,RECOMPRA,2026-03-02,566,ARCO NORTE,Zona 32,56695052,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,566.0,0.0,90000.0,0.0,380000.0,3,126666.66666666667,0.0
39343,3169299,15105,90350.0,603,HLS,RECOMPRA,2026-03-02,603,SUR PONIENTE,Zona 04,60397177,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,603.0,0.0,44000.0,0.0,513000.0,5,102600.0,0.0
42731,3169304,15105,90350.0,48,WIZ,RECOMPRA,2026-03-02,48,ARCO NORTE,Zona 29,4897149,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,48.0,0.0,60000.0,0.0,1200000.0,2,600000.0,0.0
131805,3169319,15105,10350.0,565,YKA,NUEVO,2026-03-02,565,ARCO NORTE,Zona 32,131805,NUEVO,02-03-2026_15.xls,2026-03-02,15,10,2026,565.0,0.0,60000.0,0.0,300000.0,4,15000.0,0.0
66464,3169322,15105,9350.0,85,TWP,RECOMPRA,2026-03-02,85,SUR PONIENTE,Zona 09,8597232,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,85.0,0.0,44000.0,0.0,844000.0,4,211000.0,0.0
128656,3169331,15105,9800.0,343,JNP,RECOMPRA,2026-03-02,343,SUR PONIENTE,Zona 03,34394122,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,343.0,0.0,44000.0,0.0,769000.0,12,64083.333333333336,0.0
85301,3169361,15105,12350.0,51,PCH,RECOMPRA,2026-03-02,51,SUR PONIENTE,Zona 05,197316,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,51.0,0.0,44000.0,0.0,640000.0,5,128000.0,0.0
40306,3169371,15105,15350.0,28,YVW,RECOMPRA,2026-03-02,28,ARCO NORTE,Zona 25,1192868,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,28.0,0.0,30000.0,0.0,620000.0,1,620000.0,0.0
99651,3169428,15105,39350.0,42,ZEI,RECOMPRA,2026-03-02,42,ARCO NORTE,Zona 25,4289872,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,42.0,0.0,15000.0,0.0,470000.0,6,78333.33333333333,0.0
94180,3169432,15105,10750.0,51,PCH,RECOMPRA,2026-03-02,51,SUR PONIENTE,Zona 05,5195433,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,51.0,0.0,44000.0,0.0,640000.0,5,128000.0,0.0
99165,3169459,15105,10774.0,26,BFF,RECOMPRA,2026-03-02,26,ARCO NORTE,Zona 37,2691740,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,26.0,0.0,30000.0,0.0,280000.0,2,140000.0,0.0
131807,3169502,15110,4000.0,626,YVN,NUEVO,2026-03-02,626,SUR PONIENTE,Zona 12,131807,NUEVO,02-03-2026_15.xls,2026-03-02,15,10,2026,626.0,0.0,44000.0,0.0,291000.0,1,44000.0,0.0
126403,3169513,15105,20350.0,343,FLO,RECOMPRA,2026-03-02,343,SUR PONIENTE,Zona 03,34394320,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,343.0,0.0,44000.0,0.0,769000.0,12,64083.333333333336,0.0
44213,3169531,15105,38744.0,343,JNP,RECOMPRA,2026-03-02,343,SUR PONIENTE,Zona 03,34395397,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,343.0,0.0,44000.0,0.0,769000.0,12,64083.333333333336,0.0
101079,3169591,15105,15744.0,342,WTL,RECOMPRA,2026-03-02,342,SUR PONIENTE,Zona 03,34293579,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,342.0,0.0,44000.0,0.0,971000.0,9,107888.88888888889,0.0
124944,3169613,15105,15000.0,342,YFH,RECOMPRA,2026-03-02,342,SUR PONIENTE,Zona 03,34293008,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,342.0,0.0,44000.0,0.0,971000.0,9,107888.88888888889,0.0
126107,3169628,15105,20350.0,344,YNB,RECOMPRA,2026-03-02,344,SUR PONIENTE,Zona 07,34496367,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,344.0,0.0,44000.0,0.0,712000.0,5,142400.0,0.0
54646,3169642,15105,247300.0,343,FLO,RECOMPRA,2026-03-02,343,SUR PONIENTE,Zona 03,34397480,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,343.0,0.0,44000.0,0.0,769000.0,12,64083.333333333336,0.0
131812,3169660,15105,50000.0,45,DFR,NUEVO,2026-03-02,114,ARCO NORTE,Zona 33,131812,NUEVO,02-03-2026_15.xls,2026-03-02,15,10,2026,45.0,0.0,60000.0,0.0,670000.0,1,60000.0,0.0
57459,3169677,15105,23000.0,981,YWU,RECOMPRA,2026-03-02,981,ARCO NORTE,Zona 34,98196915,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,981.0,0.0,60000.0,0.0,590000.0,4,147500.0,0.0
48855,3169682,15105,12350.0,42,ZEI,RECOMPRA,2026-03-02,42,ARCO NORTE,Zona 25,4291236,NUEVO,02-03-2026_15.xls,2026-03-02,15,10,2026,42.0,0.0,15000.0,0.0,470000.0,1,15000.0,0.0
78341,3169704,15105,7574.0,342,XKV,RECOMPRA,2026-03-02,342,SUR PONIENTE,Zona 03,34293340,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,342.0,0.0,44000.0,0.0,971000.0,9,107888.88888888889,0.0
42837,3169719,15105,20350.0,42,YMU,RECOMPRA,2026-03-02,42,ARCO NORTE,Zona 25,4293997,RECOMPRA,02-03-2026_15.xls,2026-03-02,15,10,2026,42.0,0.0,15000.0,0.0,470000.0,6,78333.33333333333,0.0
87654,3168818,15105,124350.0,48,XWB,RECOMPRA,2026-03-02,48,ARCO NORTE,Zona 29,4898430,NUEVO,02-03-2026_18.xls,2026-03-02,18,10,2026,48.0,0.0,60000.0,0.0,1200000.0,1,60000.0,0.0
47547,3168890,15105,65744.0,981,RJL,RECOMPRA,2026-03-02,24,ARCO NORTE,Zona 37,9396695,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,981.0,0.0,60000.0,0.0,590000.0,6,98333.33333333333,0.0
131800,3169048,15105,8350.0,1,TQG,NUEVO,2026-03-02,341,SUR PONIENTE,Zona 10,131800,NUEVO,02-03-2026_18.xls,2026-03-02,18,10,2026,,,,,,1,,
86178,3169064,15105,7350.0,42,ZEI,RECOMPRA,2026-03-02,42,ARCO NORTE,Zona 25,4289928,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,42.0,0.0,15000.0,0.0,470000.0,9,52222.22222222222,0.0
131802,3169092,15105,5350.0,352,XVL,NUEVO,2026-03-02,352,SUR PONIENTE,Zona 07,131802,NUEVO,02-03-2026_18.xls,2026-03-02,18,10,2026,352.0,0.0,44000.0,0.0,395000.0,1,44000.0,0.0
128870,3169100,15105,14050.0,49,QVR,RECOMPRA,2026-03-02,49,ARCO NORTE,Zona 27,4995286,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,49.0,0.0,30000.0,0.0,960000.0,7,137142.85714285713,0.0
62967,3169128,15105,70580.0,343,TUL,RECOMPRA,2026-03-02,343,SUR PONIENTE,Zona 03,34598758,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,343.0,0.0,44000.0,0.0,769000.0,13,59153.846153846156,0.0
105167,3169146,15105,12350.0,343,FLO,RECOMPRA,2026-03-02,343,SUR PONIENTE,Zona 03,34395957,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,343.0,0.0,44000.0,0.0,769000.0,13,59153.846153846156,0.0
131804,3169160,15105,50000.0,344,WDQ,NUEVO,2026-03-02,344,SUR PONIENTE,Zona 07,131804,NUEVO,02-03-2026_18.xls,2026-03-02,18,10,2026,344.0,0.0,44000.0,0.0,712000.0,1,44000.0,0.0
55120,3169182,15105,15350.0,347,MEV,RECOMPRA,2026-03-02,347,ARCO NORTE,Zona 36,11197842,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,347.0,0.0,45000.0,0.0,550000.0,1,550000.0,0.0
68229,3169197,15105,98580.0,345,UIQ,RECOMPRA,2026-03-02,345,SUR PONIENTE,Zona 03,34594815,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,345.0,0.0,44000.0,0.0,1155000.0,9,128333.33333333333,0.0
129073,3169255,15105,10600.0,345,VBX,RECOMPRA,2026-03-02,344,SUR PONIENTE,Zona 07,34593779,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,345.0,0.0,44000.0,0.0,1155000.0,9,128333.33333333333,0.0
75312,3169273,15105,11350.0,566,LWK,RECOMPRA,2026-03-02,566,ARCO NORTE,Zona 32,56695052,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,566.0,0.0,90000.0,0.0,380000.0,4,95000.0,0.0
39343,3169299,15105,90350.0,603,HLS,RECOMPRA,2026-03-02,603,SUR PONIENTE,Zona 04,60397177,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,603.0,0.0,44000.0,0.0,513000.0,4,128250.0,0.0
42731,3169304,15105,90350.0,48,WIZ,RECOMPRA,2026-03-02,48,ARCO NORTE,Zona 29,4897149,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,48.0,0.0,60000.0,0.0,1200000.0,2,600000.0,0.0
131805,3169319,15105,10350.0,565,YKA,NUEVO,2026-03-02,565,ARCO NORTE,Zona 32,131805,NUEVO,02-03-2026_18.xls,2026-03-02,18,10,2026,565.0,0.0,60000.0,0.0,300000.0,1,60000.0,0.0
66464,3169322,15105,9350.0,85,TWP,RECOMPRA,2026-03-02,85,SUR PONIENTE,Zona 09,8597232,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,85.0,0.0,44000.0,0.0,844000.0,8,105500.0,0.0
128656,3169331,15105,9800.0,343,JNP,RECOMPRA,2026-03-02,343,SUR PONIENTE,Zona 03,34394122,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,343.0,0.0,44000.0,0.0,769000.0,13,59153.846153846156,0.0
85301,3169361,15105,12350.0,51,PCH,RECOMPRA,2026-03-02,51,SUR PONIENTE,Zona 05,197316,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,51.0,0.0,44000.0,0.0,640000.0,8,80000.0,0.0
40306,3169371,15105,15350.0,28,YVW,RECOMPRA,2026-03-02,28,ARCO NORTE,Zona 25,1192868,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,28.0,0.0,30000.0,0.0,620000.0,2,310000.0,0.0
99651,3169428,15105,39350.0,42,ZEI,RECOMPRA,2026-03-02,42,ARCO NORTE,Zona 25,4289872,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,42.0,0.0,15000.0,0.0,470000.0,9,52222.22222222222,0.0
94180,3169432,15105,10750.0,51,PCH,RECOMPRA,2026-03-02,51,SUR PONIENTE,Zona 05,5195433,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,51.0,0.0,44000.0,0.0,640000.0,8,80000.0,0.0
99165,3169459,15105,10774.0,26,BFF,RECOMPRA,2026-03-02,26,ARCO NORTE,Zona 37,2691740,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,26.0,0.0,30000.0,0.0,280000.0,3,93333.33333333333,0.0
131807,3169502,15110,4000.0,626,YVN,NUEVO,2026-03-02,626,SUR PONIENTE,Zona 12,131807,NUEVO,02-03-2026_18.xls,2026-03-02,18,10,2026,626.0,0.0,44000.0,0.0,291000.0,1,44000.0,0.0
126403,3169513,15105,20350.0,343,FLO,RECOMPRA,2026-03-02,343,SUR PONIENTE,Zona 03,34394320,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,343.0,0.0,44000.0,0.0,769000.0,13,59153.846153846156,0.0
44213,3169531,15105,38744.0,343,JNP,RECOMPRA,2026-03-02,343,SUR PONIENTE,Zona 03,34395397,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,343.0,0.0,44000.0,0.0,769000.0,13,59153.846153846156,0.0
101079,3169591,15105,15744.0,342,WTL,RECOMPRA,2026-03-02,342,SUR PONIENTE,Zona 03,34293579,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,342.0,0.0,44000.0,0.0,971000.0,9,107888.88888888889,0.0
124944,3169613,15105,15000.0,342,YFH,RECOMPRA,2026-03-02,342,SUR PONIENTE,Zona 03,34293008,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,342.0,0.0,44000.0,0.0,971000.0,9,107888.88888888889,0.0
126107,3169628,15105,20350.0,344,YNB,RECOMPRA,2026-03-02,344,SUR PONIENTE,Zona 07,34496367,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,344.0,0.0,44000.0,0.0,712000.0,4,178000.0,0.0
54646,3169642,15105,247300.0,343,FLO,RECOMPRA,2026-03-02,343,SUR PONIENTE,Zona 03,34397480,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,343.0,0.0,44000.0,0.0,769000.0,13,59153.846153846156,0.0
131812,3169660,15105,50000.0,45,DFR,NUEVO,2026-03-02,114,ARCO NORTE,Zona 33,131812,NUEVO,02-03-2026_18.xls,2026-03-02,18,10,2026,45.0,0.0,60000.0,0.0,670000.0,1,60000.0,0.0
57459,3169677,15105,23000.0,981,YWU,RECOMPRA,2026-03-02,981,ARCO NORTE,Zona 34,98196915,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,981.0,0.0,60000.0,0.0,590000.0,6,98333.33333333333,0.0
48855,3169682,15105,12350.0,42,ZEI,RECOMPRA,2026-03-02,42,ARCO NORTE,Zona 25,4291236,NUEVO,02-03-2026_18.xls,2026-03-02,18,10,2026,42.0,0.0,15000.0,0.0,470000.0,1,15000.0,0.0
78341,3169704,15105,7574.0,342,XKV,RECOMPRA,2026-03-02,342,SUR PONIENTE,Zona 03,34293340,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,342.0,0.0,44000.0,0.0,971000.0,9,107888.88888888889,0.0
42837,3169719,15105,20350.0,42,YMU,RECOMPRA,2026-03-02,42,ARCO NORTE,Zona 25,4293997,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,42.0,0.0,15000.0,0.0,470000.0,9,52222.22222222222,0.0
52348,3169728,15105,24580.0,343,TUL,RECOMPRA,2026-03-02,343,SUR PONIENTE,Zona 03,34598054,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,343.0,0.0,44000.0,0.0,769000.0,13,59153.846153846156,0.0
89558,3169742,15105,10350.0,1,TJY,RECOMPRA,2026-03-02,55,SUR PONIENTE,Zona 11,5594697,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,,,,,,7,,
115748,3169753,15105,15774.0,26,BFF,RECOMPRA,2026-03-02,26,ARCO NORTE,Zona 37,2691982,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,26.0,0.0,30000.0,0.0,280000.0,3,93333.33333333333,0.0
55344,3169786,15105,60744.0,626,YVN,RECOMPRA,2026-03-02,626,SUR PONIENTE,Zona 12,62698561,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,626.0,0.0,44000.0,0.0,291000.0,2,145500.0,0.0
84790,3169791,15105,51939.0,565,XEH,RECOMPRA,2026-03-02,565,ARCO NORTE,Zona 32,56598471,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,565.0,0.0,60000.0,0.0,300000.0,2,150000.0,0.0
124842,3169804,15105,25580.0,345,UIQ,RECOMPRA,2026-03-02,345,SUR PONIENTE,Zona 03,34598610,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,345.0,0.0,44000.0,0.0,1155000.0,9,128333.33333333333,0.0
118918,3169826,15105,40350.0,28,YVW,RECOMPRA,2026-03-02,28,ARCO NORTE,Zona 25,16099150,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,28.0,0.0,30000.0,0.0,620000.0,2,310000.0,0.0
51325,3169842,15105,24840.0,347,IZD,RECOMPRA,2026-03-02,347,ARCO NORTE,Zona 36,34795610,NUEVO,02-03-2026_18.xls,2026-03-02,18,10,2026,347.0,0.0,45000.0,0.0,550000.0,1,45000.0,0.0
64117,3169851,15105,70744.0,1,TSN,RECOMPRA,2026-03-02,604,SUR PONIENTE,Zona 04,60496489,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,,,,,,7,,
112414,3169900,15105,20350.0,566,QFX,RECOMPRA,2026-03-02,566,ARCO NORTE,Zona 32,56694023,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,566.0,0.0,90000.0,0.0,380000.0,4,95000.0,0.0
70212,3169937,15105,20350.0,561,SUD,RECOMPRA,2026-03-02,561,ARCO NORTE,Zona 35,64294797,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,561.0,0.0,45000.0,0.0,650000.0,2,325000.0,0.0
51817,3169969,15105,60350.0,114,WJA,RECOMPRA,2026-03-02,114,ARCO NORTE,Zona 33,11496623,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,114.0,0.0,75000.0,0.0,590000.0,2,295000.0,0.0
22211,3169993,15105,67350.0,1,YYQ,RECOMPRA,2026-03-02,628,ARCO NORTE,Zona 30,62896216,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,,,,,,7,,
64355,3170003,15105,21350.0,42,ZEI,RECOMPRA,2026-03-02,42,ARCO NORTE,Zona 25,4292196,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,42.0,0.0,15000.0,0.0,470000.0,9,52222.22222222222,0.0
64563,3170025,15105,33744.0,621,EFU,RECOMPRA,2026-03-02,621,ARCO NORTE,Zona 28,62399606,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,621.0,0.0,45000.0,0.0,470000.0,4,117500.0,0.0
59967,3170034,15105,200350.0,981,YDH,RECOMPRA,2026-03-02,981,ARCO NORTE,Zona 34,98194546,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,981.0,0.0,60000.0,0.0,590000.0,6,98333.33333333333,0.0
23232,3170042,15105,5350.0,51,WJX,RECOMPRA,2026-03-02,51,SUR PONIENTE,Zona 05,5495364,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,51.0,0.0,44000.0,0.0,640000.0,8,80000.0,0.0
94902,3170072,15105,33000.0,642,RNX,RECOMPRA,2026-03-02,642,ARCO NORTE,Zona 40,64294165,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,642.0,0.0,60000.0,0.0,350000.0,1,350000.0,0.0
46127,3170085,15105,59000.0,24,RJL,RECOMPRA,2026-03-02,24,ARCO NORTE,Zona 37,2489646,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,24.0,0.0,45000.0,0.0,610000.0,2,305000.0,0.0
60471,3170090,15105,40350.0,622,UYP,RECOMPRA,2026-03-02,622,ARCO NORTE,Zona 33,62296340,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,622.0,0.0,45000.0,0.0,280000.0,3,93333.33333333333,0.0
51995,3170116,15105,18350.0,625,GKD,RECOMPRA,2026-03-02,625,ARCO NORTE,Zona 39,62598585,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,625.0,0.0,30000.0,0.0,240000.0,1,240000.0,0.0
48479,3170128,15105,10350.0,55,TTG,RECOMPRA,2026-03-02,55,SUR PONIENTE,Zona 11,5599876,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,55.0,0.0,44000.0,0.0,634000.0,3,211333.33333333334,0.0
73815,3170136,15105,17850.0,41,OOJ,RECOMPRA,2026-03-02,41,ARCO NORTE,Zona 25,4189599,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,41.0,0.0,15000.0,0.0,470000.0,4,117500.0,0.0
129370,3170143,15105,7350.0,622,UYP,RECOMPRA,2026-03-02,622,ARCO NORTE,Zona 33,62296020,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,622.0,0.0,45000.0,0.0,280000.0,3,93333.33333333333,0.0
63365,3170152,15105,20350.0,623,EFU,RECOMPRA,2026-03-02,621,ARCO NORTE,Zona 28,62197668,NUEVO,02-03-2026_18.xls,2026-03-02,18,10,2026,623.0,0.0,30000.0,0.0,280000.0,1,30000.0,0.0
45600,3170229,15105,20350.0,61,YVI,RECOMPRA,2026-03-02,61,SUR PONIENTE,Zona 02,6196710,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,61.0,0.0,44000.0,0.0,443000.0,2,221500.0,0.0
83748,3170235,15105,44350.0,92,YWB,RECOMPRA,2026-03-02,92,ARCO NORTE,Zona 26,9294299,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,92.0,0.0,45000.0,0.0,270000.0,1,270000.0,0.0
48283,3170241,15105,32350.0,42,ZEI,RECOMPRA,2026-03-02,42,ARCO NORTE,Zona 25,6699678,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,42.0,0.0,15000.0,0.0,470000.0,9,52222.22222222222,0.0
50234,3170252,15105,48350.0,61,YVI,RECOMPRA,2026-03-02,61,SUR PONIENTE,Zona 02,6192931,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,61.0,0.0,44000.0,0.0,443000.0,2,221500.0,0.0
83482,3170279,15105,50351.0,131,PPW,RECOMPRA,2026-03-02,131,SUR PONIENTE,Zona 01,13193361,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,131.0,0.0,44000.0,0.0,322000.0,2,161000.0,0.0
43058,3170287,15105,100350.0,346,UKV,RECOMPRA,2026-03-02,346,ARCO NORTE,Zona 31,21194326,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,346.0,0.0,60000.0,0.0,430000.0,3,143333.33333333334,0.0
112118,3170292,15105,24350.0,563,SID,RECOMPRA,2026-03-02,563,ARCO NORTE,Zona 38,56395627,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,563.0,0.0,60000.0,0.0,400000.0,3,133333.33333333334,0.0
125715,3170302,15105,15350.0,32,VRZ,RECOMPRA,2026-03-02,32,SUR PONIENTE,Zona 08,3293941,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,32.0,0.0,44000.0,0.0,601000.0,6,100166.66666666667,0.0
128723,3170316,15105,19350.0,621,XSB,RECOMPRA,2026-03-02,621,ARCO NORTE,Zona 28,194937,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,621.0,0.0,45000.0,0.0,470000.0,4,117500.0,0.0
76327,3170341,15105,78350.0,45,WWZ,RECOMPRA,2026-03-02,45,ARCO NORTE,Zona 34,4592672,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,45.0,0.0,60000.0,0.0,670000.0,2,335000.0,0.0
121712,3170359,15105,30350.0,114,UYP,RECOMPRA,2026-03-02,622,ARCO NORTE,Zona 33,195334,RECOMPRA,02-03-2026_18.xls,2026-03-02,18,10,2026,114.0,0.0,75000.0,0.0,590000.0,2,295000.0,0.0
